Season;Azimuth;Angle;PctOnModule
Summer;0;85;[0.01498693180655283, 0.014422049120818459, 0.013209478579839784, 0.011483091513613227, 0.05961825928840621, 0.1402795549601988, 0.11687381198036854, 0.09764639379259446, 0.12528390271359696, 0.14877894030218308, 0.16310235782884389, 0.1690314428587492, 0.15938371336786206, 0.14991688195326436, 0.12871706562593524, 0.09862993716128879, 0.06924535224598738, 0.05237297833226194, 0.026143928993465085, 0.007843692834157779, 0.011847528688117587, 0.013481666123540105, 0.014589845396832167, 0.01512592648544583]
Winter;0;85;[0.0, 0.0, 0.0, 0.0, 0.0, 3.269605237936802e-05, 0.002739032616454502, 0.017115152088194217, 0.041758862507981935, 0.0675996364320028, 0.0846678275717382, 0.08800174573957381, 0.0822159831317747, 0.06405624122481099, 0.04211968702441676, 0.01964777982907616, 0.004698988716404136, 0.00018045593764221907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;0;90;[0.015360743468204664, 0.01474579761876714, 0.013433681829408618, 0.011561464258897593, 0.0588167270750382, 0.13381182696973, 0.10343763574497825, 0.09159050894707188, 0.12311374923110867, 0.14652677453069504, 0.1605234180178533, 0.16619371655255094, 0.15675246330727036, 0.1471630496360098, 0.12601750317387478, 0.09633941189834729, 0.06283714024354953, 0.04779920288235521, 0.0249466156804997, 0.007764414589553291, 0.011957281691931153, 0.013728570288419215, 0.014927255615188803, 0.015506344767177896]
Winter;0;90;[0.0, 0.0, 0.0, 0.0, 0.0, 3.343470704366907e-05, 0.002539588530084268, 0.01643859066944309, 0.04028570575518539, 0.06530251645323387, 0.0816648121006424, 0.0849989856143178, 0.07935174402722676, 0.061795134218466115, 0.04046399609601058, 0.018864413787849265, 0.004413782907565465, 0.0001635418285018727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;0;[0.0014848303137210295, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.01692378917854296, 0.10678669266047341, 0.23993727238469653, 0.35079946154549485, 0.4492065053308653, 0.5217960438267054, 0.546540881696279, 0.5446822341372546, 0.509212973263313, 0.46114632391924415, 0.3808051348085518, 0.28478917153171357, 0.18128702334083682, 0.08293824795911268, 0.021684271495763678, 0.0022057133530984274, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782]
Winter;45;0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008443614010334298, 0.06633960914801205, 0.14631733988627396, 0.20750167901539215, 0.22961024122382903, 0.23591655791295274, 0.21445811363371162, 0.16867856818411858, 0.10956426384837953, 0.051585659633706746, 0.012082585973345703, 0.0006279227246654499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;5;[0.0014832447214188774, 0.0014913944176904097, 0.0014913944176904097, 0.001985390965711018, 0.02595515432506735, 0.13382415786889373, 0.27151799005253796, 0.37294929897008844, 0.46151595268799983, 0.5245081005985287, 0.5406778930318317, 0.5321802459451658, 0.49182983937722313, 0.44115066665362074, 0.36072516538934957, 0.26692608790237826, 0.16778379382779546, 0.07641763161737439, 0.019846258403720233, 0.0019731637409063398, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097]
Winter;45;5;[0.0, 0.0, 0.0, 0.0, 0.0, 4.000847786079506e-07, 0.010591899022705522, 0.07311697916425275, 0.1493169858469393, 0.2039270258852348, 0.22177866249469477, 0.22427839789831194, 0.20097918757318683, 0.15530339595205223, 0.09875119207875899, 0.044887820425879715, 0.010427227176979144, 0.00048612728342074986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;10;[0.0014784998257940988, 0.00148662345121055, 0.00148662345121055, 0.003414748208668607, 0.034839470350209595, 0.1597613033687547, 0.3011767543125088, 0.3928723660980432, 0.47133397442127223, 0.5245091140349593, 0.5320696429416749, 0.516971028318122, 0.47188513625584216, 0.4188389396844875, 0.33874966216662394, 0.24766769127768357, 0.1534196402615765, 0.06954453664545233, 0.017914638569608555, 0.0017331055385902555, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055]
Winter;45;10;[0.0, 0.0, 0.0, 0.0, 0.0, 3.281709190845802e-05, 0.012677238846962868, 0.07943742726822804, 0.15150103014829142, 0.19931740136546128, 0.21287091404115727, 0.21152411133106522, 0.18648567694366402, 0.14111520743239517, 0.08744591745106878, 0.03817634652316954, 0.009033272783537619, 0.000370507599939334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;15;[0.0014706311859125647, 0.0014787115770439523, 0.0029014558573345014, 0.004801054280284527, 0.043437366919081566, 0.18439074827803276, 0.32874322536212086, 0.41046559582850656, 0.4786141073095847, 0.5218005961945619, 0.5207571837851119, 0.4991276778108033, 0.4494797989022528, 0.39433233035029275, 0.315009262848366, 0.22713782946212155, 0.13849339457654836, 0.06263488806132456, 0.015964707448216847, 0.0014875320550648064, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523]
Winter;45;15;[0.0, 0.0, 0.0, 0.0, 0.0, 6.474998815852365e-05, 0.014675471823002249, 0.08525483926308047, 0.15285668143618317, 0.19370239421094612, 0.20294334378225914, 0.19773429754663782, 0.1710717219979269, 0.12620913255382973, 0.07691244162603846, 0.03232393895594191, 0.00813564807971245, 0.00036371142440925244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;20;[0.0014596977847610934, 0.0025829896712352427, 0.004284663701348198, 0.0061350834127662235, 0.05168583127726632, 0.20756045838887408, 0.35406679253218715, 0.4256417834180389, 0.483323318550767, 0.5163970441308083, 0.5067956000820746, 0.4787391094819983, 0.42473207135362895, 0.36776949465930725, 0.28965005569462815, 0.20547207564726178, 0.12361067985418973, 0.05584737146127467, 0.014050921488986123, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807]
Winter;45;20;[0.0, 0.0, 0.0, 0.0, 0.0, 9.595755045552027e-05, 0.016576270948757358, 0.09053842244369971, 0.15337647015567538, 0.18711825883225655, 0.19205994190794023, 0.18299851090926053, 0.15484042646823343, 0.11270409765858178, 0.06710379668022576, 0.02914142127923526, 0.007593426250852677, 0.0003569533007667367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;25;[0.0023355029202854795, 0.0038901231733667768, 0.005619683970776379, 0.007408524215827779, 0.05952680037075259, 0.22913858065744547, 0.3770159432403817, 0.4383288650809376, 0.48544159736177955, 0.5083260107044026, 0.49025450633913126, 0.4559107718364881, 0.3977781675583084, 0.33930693978018883, 0.2628335146250697, 0.1838414174826298, 0.10979536335641232, 0.049477345026839606, 0.012307277068376674, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375]
Winter;45;25;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00012620477547434068, 0.018365714506435354, 0.09525171530767532, 0.1530587231760176, 0.1796078334389719, 0.18029220182888592, 0.1674150461740378, 0.14032221599881328, 0.10027916358923587, 0.0608552956142478, 0.02755276473470604, 0.007476125274129662, 0.00034867030093156757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;30;[0.003488714721213793, 0.005154697243423173, 0.00689797841574134, 0.00861398479386441, 0.06691412751900937, 0.24900956832570587, 0.39747743617670583, 0.4484691816170994, 0.48496164120613505, 0.49762829608423603, 0.4712186025225059, 0.4307653242922932, 0.3687727974340178, 0.3091192113712251, 0.23510825373638408, 0.16331428203930207, 0.09706936770689215, 0.04373542577014645, 0.011436122003749064, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385, 0.002081779487178199]
Winter;45;30;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0001552645918211192, 0.020027389565809312, 0.09936704341743786, 0.15190699996475637, 0.17122043196916303, 0.167718918136946, 0.15300900329622236, 0.12748877467116715, 0.09056838912586775, 0.05776603536343414, 0.02692016413112098, 0.007334973009632435, 0.000338675485802931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;35;[0.004607059969964663, 0.006368444312584546, 0.00811190741711506, 0.009744977824983507, 0.07380543696343272, 0.26706700251170923, 0.41535533825575127, 0.4560187694838055, 0.4818886522878838, 0.4843582469791595, 0.44978825174033193, 0.40344322906870667, 0.3378895081249597, 0.277423448269696, 0.20866953152653214, 0.14508373898700722, 0.08609305623049757, 0.03956525317669834, 0.011196831523887632, 0.0014171843736653898, 0.0014171843736653898, 0.0014171843736653898, 0.00168196634356054, 0.00302925542665093]
Winter;45;35;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00018291949298999605, 0.021550085497615952, 0.10285802895906702, 0.14992957832485818, 0.1620117041997972, 0.15510573654086995, 0.14025522593991666, 0.11593728633655535, 0.0850607986417314, 0.056147509641410825, 0.02647548508431471, 0.007173072009049368, 0.0003282230851131391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;40;[0.0056830565769789045, 0.007523904150086173, 0.009254723099763744, 0.01079588793833465, 0.08014522854480027, 0.28322199465662024, 0.4305699853299933, 0.46094671744494004, 0.4762402531956576, 0.4685841438440744, 0.42608004045912934, 0.37410320843857103, 0.30532079274770557, 0.24638720220811336, 0.18521164386704933, 0.12898013168039205, 0.07759980602623065, 0.03880610093899691, 0.010928300027702531, 0.0013949103197270646, 0.0013949103197270646, 0.0013949103197270646, 0.002364017253390383, 0.003950889542180611]
Winter;45;40;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00020896308156782107, 0.022924120503480406, 0.10570376479663972, 0.14713928555254038, 0.1520434581435981, 0.14366071373017708, 0.12781977139113035, 0.10807067494170201, 0.08182466114061156, 0.05512476150024205, 0.025971518400835183, 0.006990056338452444, 0.0003164171813314499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;45;[0.0067098742886478385, 0.008614425219092017, 0.01032054434335606, 0.011761924125441348, 0.0858987757845647, 0.2974018379519531, 0.44305692524764917, 0.463234621486, 0.46804652356244464, 0.45038865012812346, 0.4002272786046924, 0.34292251894267656, 0.27212529630150123, 0.21794101394124363, 0.16470069325315861, 0.11613486124346045, 0.07593563252228129, 0.03805649705708522, 0.010631597209920624, 0.0013701839162580996, 0.0013701839162580996, 0.0014548614095963588, 0.003030609943580524, 0.004840339301063412]
Winter;45;45;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0002344698314702484, 0.024140458017648286, 0.10789275417715638, 0.1435548006596824, 0.14172550604622516, 0.13255046316939884, 0.11774996528703568, 0.10342977437513581, 0.08011331980883278, 0.05399062912331995, 0.025412047373723975, 0.006788450428847253, 0.00030331423957432886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;50;[0.007681344355208733, 0.00963414951724587, 0.011304316218666349, 0.012639060227747433, 0.09102774447719232, 0.30954589474859573, 0.4527658986362698, 0.462876164251728, 0.45735015254429706, 0.42986929227665105, 0.3723803952992497, 0.3100969964471844, 0.24061012705751061, 0.19325615680722807, 0.14867148212705217, 0.11316762856130218, 0.07468647669786183, 0.03723820577244775, 0.01030775282555129, 0.0013431912069316943, 0.0013431912069316943, 0.0018274351713190938, 0.0036769904549854822, 0.005691728240046417]
Winter;45;50;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0002586822449482159, 0.025191056390590136, 0.10940746970581045, 0.13920128761374764, 0.13185897717815662, 0.12176604050934163, 0.11069268912805039, 0.10040665453619618, 0.0784504990740613, 0.0527526658451888, 0.02480127607283065, 0.006570476946526967, 0.00028901367982000586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;55;[0.008591955935209302, 0.010577983042102803, 0.012201756708921773, 0.013423966751827941, 0.09550072218374657, 0.3196046704928048, 0.4596599079209312, 0.4598768380467807, 0.44420669503248417, 0.407138934836911, 0.3427071858429385, 0.2770308817328794, 0.21299554802491563, 0.17301388779507612, 0.1436998155707492, 0.11136287293387699, 0.07334152592754563, 0.036359106190099535, 0.009960159374531504, 0.001314135483076704, 0.001314135483076704, 0.0021926047042492612, 0.004298674141418806, 0.006499662974315531]
Winter;45;55;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0002804279213267492, 0.02607016975164002, 0.11023955667467226, 0.13410577836666798, 0.12181049350941607, 0.111995226099999, 0.10572167535424312, 0.0981473001265877, 0.07666004825280787, 0.051422290768812946, 0.024144619808291416, 0.0063361228796133704, 0.0002748159697769894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;60;[0.009436840823159792, 0.011441554334215209, 0.013009293813879845, 0.014113937373296323, 0.0992933280770801, 0.32753893424333613, 0.4637144187064371, 0.4542538226605234, 0.428684913012354, 0.38232621179865633, 0.31139286689822443, 0.24528335727430026, 0.1891219978557871, 0.16289456719741993, 0.14144261351926693, 0.10944238457957435, 0.07191085284574904, 0.03542630271550189, 0.009593313041972786, 0.001283235801477583, 0.001283235801477583, 0.002547689062721787, 0.004891466353620157, 0.007259240920280393]
Winter;45;60;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0002995458528918102, 0.02677250635146327, 0.11038668568752194, 0.1283017365934922, 0.11184202672817539, 0.10434930080426562, 0.10218110175630016, 0.09574340741197555, 0.07475535312364023, 0.05001029480576266, 0.0234511265495137, 0.006086927913151717, 0.0002605471750533685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;65;[0.010211748343847055, 0.012221163780840769, 0.013723996275884429, 0.014706813500076904, 0.1023826597875541, 0.33331892770798927, 0.4649167299671371, 0.44603602117171587, 0.4108671775715389, 0.35557587334302176, 0.2788281261855429, 0.2171546417812505, 0.1711161138385061, 0.1604722508686914, 0.13906517192153017, 0.1074204531937999, 0.07040519251302224, 0.034444898880703775, 0.00921035001524659, 0.0012507253802386041, 0.0012507253802386041, 0.0028901181022421897, 0.00545147791042725, 0.007966049702165636]
Winter;45;65;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00031589477197271264, 0.027293971850947705, 0.10984714057158959, 0.1218281946431932, 0.10216418257418057, 0.0986355880967784, 0.09952895206148361, 0.0932129222146707, 0.07275068369564536, 0.048528603521037945, 0.022726871888678963, 0.005825722743260645, 0.0002455388010266439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;70;[0.010913012449319068, 0.01291372650773414, 0.014343501211115613, 0.01520091017718963, 0.10475160582930529, 0.3369236992855763, 0.4632655407302716, 0.4352642487029751, 0.3908499019274124, 0.3270490065615424, 0.24699828793581222, 0.19305017952562678, 0.16704033946961572, 0.15794422329936625, 0.13658509659279475, 0.10531217175137257, 0.06883718006132239, 0.03342231407997751, 0.008816232749757362, 0.0012168498830076285, 0.0012168498830076285, 0.003217447982580882, 0.005975135747681871, 0.008616159395957213]
Winter;45;70;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00033054861789578516, 0.02763036544271814, 0.10862569599429178, 0.11472912310950102, 0.09254553831842101, 0.09381078912631192, 0.09676383529916724, 0.09057478721915775, 0.07066275714229357, 0.04698615470860093, 0.0219775621475361, 0.005553914452271903, 0.00022990484619380265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;75;[0.011537513179654645, 0.013516711743916445, 0.014865941876654467, 0.015594946432389817, 0.10638726765771794, 0.3383405930760813, 0.4587707313719696, 0.4219915610759713, 0.3687439716553811, 0.2969230894913108, 0.2164317952202537, 0.17551770484485918, 0.16454700443425296, 0.15532916871294106, 0.13402084086999733, 0.10313333061044591, 0.06721867350879329, 0.032367050616612415, 0.008411445796876721, 0.0011818656028207135, 0.0011818656028207135, 0.003527374813797377, 0.006459189241029121, 0.009206108904913511]
Winter;45;75;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00034186477465168106, 0.02777971826551159, 0.10672915815946997, 0.10705031774964738, 0.08350686900862768, 0.09057354729827229, 0.09390649409815273, 0.08784880740646465, 0.06850665463370775, 0.04539291861211796, 0.021211832069780917, 0.005273250367029338, 0.00021376410076125329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;80;[0.01208263470487497, 0.014028081515246153, 0.015289878657911087, 0.015887982890891897, 0.10728088401868802, 0.33756491542009454, 0.45145336755369164, 0.4062837027091425, 0.34467513519714477, 0.26539184000468796, 0.18987712143500618, 0.17183996705148705, 0.16198842671534047, 0.15264653806303458, 0.13139157799572784, 0.10090030509299937, 0.06556062832067916, 0.03128840546682672, 0.008002223021776743, 0.0011460375577637054, 0.0011460375577637054, 0.0038177464932861857, 0.006900712783155198, 0.009732887856061476]
Winter;45;80;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0003497402852565865, 0.027741807406634976, 0.10416704533499527, 0.0988483169112674, 0.07610085988144386, 0.0876449232903755, 0.09097842969212266, 0.08505550762539335, 0.0662982545605421, 0.04376625871155006, 0.02043402120398907, 0.0049878942067755755, 0.00019723924846389807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;85;[0.012546222152940215, 0.01444623140950668, 0.015614236126552923, 0.01607936913603965, 0.10742778883942114, 0.334599793465755, 0.441345924509808, 0.3882196461319344, 0.31878431582435063, 0.23315005186787857, 0.16905592465691205, 0.1690314428587492, 0.15938371336786206, 0.14991688195326436, 0.12871706562593524, 0.09862993716128879, 0.06387559160591721, 0.030197358835810293, 0.007596833218916184, 0.0011096375115384387, 0.0011096375115384387, 0.004086572817165434, 0.007297105257386975, 0.010193915455519021]
Winter;45;85;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00035411727947829374, 0.02751780484793861, 0.1009544600620528, 0.09024041532158496, 0.07043198953313874, 0.0846678275717382, 0.08800174573957381, 0.0822159831317747, 0.06405624122481099, 0.04211968702441676, 0.01964777982907616, 0.004698988716404136, 0.00018045593764221907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;45;90;[0.012926539349526566, 0.014769935962930547, 0.015838248703505718, 0.016168702871230446, 0.10682870659620958, 0.32945623177381445, 0.4284927191590288, 0.36789218937757234, 0.2912278056095688, 0.2017846752533858, 0.1605234180178533, 0.16619371655255094, 0.15675246330727036, 0.1471630496360098, 0.12601750317387478, 0.09633941189834729, 0.06217634355893106, 0.02910343206159273, 0.007194362318438414, 0.001072941932855871, 0.001072941932855871, 0.004332033978648477, 0.007646087086869358, 0.010587017742000444]
Winter;45;90;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0003549637488441794, 0.0271081205603567, 0.09711042216639386, 0.08142740667446913, 0.06579875759333866, 0.0816648121006424, 0.0849989856143178, 0.07935174402722676, 0.061795134218466115, 0.04046399609601058, 0.018864413787849265, 0.004413782907565465, 0.0001635418285018727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;0;[0.0014848303137210295, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.01692378917854296, 0.10678669266047341, 0.23993727238469653, 0.35079946154549485, 0.4492065053308653, 0.5217960438267054, 0.546540881696279, 0.5446822341372546, 0.509212973263313, 0.46114632391924415, 0.3808051348085518, 0.28478917153171357, 0.18128702334083682, 0.08293824795911268, 0.021684271495763678, 0.0022057133530984274, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782, 0.0014929887220381782]
Winter;90;0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008443614010334298, 0.06633960914801205, 0.14631733988627396, 0.20750167901539215, 0.22961024122382903, 0.23591655791295274, 0.21445811363371162, 0.16867856818411858, 0.10956426384837953, 0.051585659633706746, 0.012082585973345703, 0.0006279227246654499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;5;[0.0014832447214188774, 0.0014913944176904097, 0.0014913944176904097, 0.0016140869628947895, 0.025005381752264456, 0.13584089970997185, 0.28212404745436365, 0.387996020605756, 0.47925643381480365, 0.5432302277773943, 0.5578178395433712, 0.5466818235874898, 0.5029698502590831, 0.44813516978578277, 0.3633594966469952, 0.2655901964903792, 0.16366073504811235, 0.0721964538888053, 0.017551005551658855, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097, 0.0014913944176904097]
Winter;90;5;[0.0, 0.0, 0.0, 0.0, 0.0, 8.695305479523668e-06, 0.01209989538951842, 0.08361542442240931, 0.166806126987584, 0.22226265816903276, 0.23666544797426844, 0.23755775047767866, 0.2112854570596545, 0.16225265949112766, 0.10236920203734243, 0.04594973939880627, 0.010351375226277338, 0.0004403045441373796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;10;[0.0014784998257940988, 0.00148662345121055, 0.00148662345121055, 0.002686520154153313, 0.03295772893469838, 0.16374665971877878, 0.32201816705868075, 0.4225068374244238, 0.5064095142811004, 0.5616655011189658, 0.5662181004197391, 0.5459608142169056, 0.49421461638959147, 0.43286152301979836, 0.3440413147112667, 0.244984998264863, 0.1451529919561275, 0.06129849691160029, 0.013589499182407835, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055, 0.00148662345121055]
Winter;90;10;[0.0, 0.0, 0.0, 0.0, 0.0, 4.9324574257427706e-05, 0.015672370114505372, 0.10020794029118543, 0.1861054188074948, 0.2357466159303187, 0.24254920746290062, 0.23807125048228062, 0.20712764879917886, 0.1550504132554304, 0.09467212955752269, 0.04016703730789753, 0.008882737182078193, 0.0003688705429029589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;15;[0.0014706311859125647, 0.0014787115770439523, 0.0014787115770439523, 0.0037326024180339736, 0.04065360673750761, 0.19028658506411142, 0.3593960343435458, 0.4541607785076715, 0.5305417407874141, 0.5770232972292852, 0.5717062539524649, 0.5425233685596046, 0.48299023970217225, 0.41540654185183745, 0.3229642929254333, 0.22310588876365536, 0.12633690239608728, 0.05102666528935112, 0.011948109391652383, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523, 0.0014787115770439523]
Winter;90;15;[0.0, 0.0, 0.0, 0.0, 0.0, 8.932492310610258e-05, 0.019129048016525693, 0.11598629709409967, 0.20410269434767997, 0.24787601023654815, 0.2472273392970705, 0.23745453920595613, 0.20201104787311525, 0.14711911050071474, 0.08652659695838673, 0.034429865165619356, 0.007951115014840276, 0.00036371142440925244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;20;[0.0014596977847610934, 0.0014677181022597807, 0.0020634911675029006, 0.004745055803026065, 0.048033403350550695, 0.21528974914709012, 0.39406245900162207, 0.482812499517756, 0.5515500765868815, 0.5892417514105683, 0.5742605440534512, 0.5363864227231525, 0.46935308690232463, 0.39586587621871167, 0.30025645208211765, 0.20009746253825916, 0.1082666991604841, 0.042547164533127776, 0.011813677092880205, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807, 0.0014677181022597807]
Winter;90;20;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00012839481069052506, 0.022434231580628454, 0.13082378525218333, 0.22069857367088996, 0.2585837365510951, 0.25067348265354633, 0.2357120998076499, 0.19596843864428945, 0.13851168431718636, 0.07843300225572024, 0.030200068211491286, 0.007593426250852677, 0.0003569533007667367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;25;[0.0014457816077244406, 0.0014537254627119375, 0.0029138050672163325, 0.005717150588027731, 0.05504447502551767, 0.23861457096583352, 0.42584944372489963, 0.5083407017911872, 0.5693508546922434, 0.5982745527643155, 0.5738724463491983, 0.5275798296597976, 0.453373354934266, 0.3743500492054265, 0.27606013172310473, 0.17662999630540674, 0.09244552360932752, 0.040592408655037424, 0.01164258356183185, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375, 0.0014537254627119375]
Winter;90;25;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00016624087313661982, 0.025565536539423804, 0.14463944365839235, 0.2358069004821194, 0.2678128860482645, 0.25286902201940265, 0.23285538961755758, 0.18903896552468125, 0.1292865411766645, 0.07065618255229918, 0.027936837326978364, 0.007476125274129662, 0.00034867030093156757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;30;[0.0014289870557813707, 0.0014368386330109385, 0.0037413205203753524, 0.0066427258584647545, 0.061641460923846224, 0.26012305330791696, 0.4546145913246151, 0.530646187909284, 0.583878169696097, 0.6040899260778736, 0.5705464128302854, 0.5161466292544605, 0.43513553323884796, 0.35098475856141087, 0.2505318298629955, 0.15423855444167767, 0.08029557442350115, 0.040079095890464725, 0.011436122003749064, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385, 0.0014368386330109385]
Winter;90;30;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00020534544007695034, 0.028502440192754542, 0.15736179664496489, 0.249353688145185, 0.27551644756822036, 0.2538030028789823, 0.22890280680914854, 0.1812680401250342, 0.11950733134803186, 0.06322863068328671, 0.02692016413112098, 0.007334973009632435, 0.000338675485802931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;35;[0.0014094401967601144, 0.0015050393187633463, 0.00454029746574879, 0.007516198157231105, 0.06779340156437827, 0.2797088012104908, 0.4802392285278222, 0.5496498132163192, 0.5950823367935608, 0.6066697902153102, 0.5642997947084973, 0.5021434289649507, 0.41473886442136715, 0.3259110624841342, 0.22384334669343453, 0.13459782510337467, 0.0781100053965018, 0.039482006868433284, 0.011196831523887632, 0.0014171843736653898, 0.0014171843736653898, 0.0014171843736653898, 0.0014171843736653898, 0.0014171843736653898]
Winter;90;35;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00024405847197364865, 0.031226869191193066, 0.16892926936046912, 0.26127601030731584, 0.28165697677924784, 0.2534720445174656, 0.2238796501284286, 0.17270721551210633, 0.10968686269314935, 0.05832005065661655, 0.02647548508431471, 0.007173072009049368, 0.0003282230851131391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;40;[0.0013872878589635286, 0.002138109081923655, 0.00530538979209914, 0.008332559341522777, 0.07344669824894683, 0.29728037309432326, 0.5026263459655324, 0.5652904283827113, 0.6029284873881812, 0.6060091299480368, 0.5551629452491434, 0.48564087185850374, 0.3922977678571171, 0.2992854145112706, 0.197492186755763, 0.1188347116373601, 0.07707965489410132, 0.03880610093899691, 0.010928300027702531, 0.0013949103197270646, 0.0013949103197270646, 0.0013949103197270646, 0.0013949103197270646, 0.0013949103197270646]
Winter;90;40;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00028039191291972387, 0.03372367233194607, 0.17928953429927416, 0.27152117073103466, 0.2862062548765597, 0.2518802555149803, 0.21781806907324364, 0.16341402203133112, 0.10042105835974047, 0.05545694981485387, 0.025971518400835183, 0.006990056338452444, 0.0003164171813314499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Summer;90;45;[0.0013626965724534107, 0.002758219364038354, 0.006031663290624944, 0.00908736502670858, 0.07856875696738172, 0.3127602727473387, 0.5216984543872293, 0.5775229035395393, 0.6073953620630969, 0.6021156075179148, 0.5431794950830595, 0.46672416272022127, 0.36794218870327855, 0.27127951423388685, 0.17322155672534323, 0.11484422410316242, 0.07593563252228129, 0.03805649705708522, 0.010631597209920624, 0.0013701839162580996, 0.0013701839162580996, 0.0013701839162580996, 0.0013701839162580996, 0.0013701839162580996]
Winter;90;45;[0.0, 0.0, 0.0, 0.0, 0.0, 0.00031550136954529843, 0.03597539240596281, 0.18840173570827268, 0.28004731741954003, 0.2891449573358042, 0.24903915573308053, 0.21075700073278367, 0.15345175917306939, 0.09151100709914195, 0.05399062912331995, 0.025412047373723975, 0.006788450428847253, 0.00030331423957432886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
